0,229.454338575
9270.347625,229.454338575
19408.148375,229.454338575
30493.703625,229.454338575
42616.237125,16.17353959375
55871.91225,18.32655825
70366.806125,16.66545986875
86217.901,13.89317881875
103551.1015,12.56324925625
122505.200125,12.70982405
143231.87725,13.24452215625
165896.6925,13.4948939125
190680.076125,13.4557346
217782.285875,13.71230245
247418.450125,15.2811533875
279825.5075,19.02721253125
315264.189625,25.55383070625
354016.047,35.51804169375
396391.38,50.13437900625
442729.238875,71.16045138125
493401.38925,99.29696266875
548811.32075,131.87185983125
609403.169375,162.7511587625
675660.726125,186.2364359625
748114.376625,200.7640452125
827343.083875,208.55025489375
913981.327875,214.1688231375
1008721.088375,222.6617344875
1112320.76725,236.58346490625
1225607.17125,256.7360863375
1349488.399875,282.088420075
1484953.845375,308.96970190625
1633087.080625,333.63164209375
1795071.807375,354.51693921875
1972204.744125,370.80081885
2165902.56575,380.13743989375
2377712.808625,379.1873556625
2609330.724,366.238312825
2862608.200375,342.5455408375
3139569.6255,311.69965124375
3442430.7225,278.132437275
3773613.4205,245.63184366875
4135765.682125,216.561308425
4531784.305125,191.89981435625
4964835.74125,171.69658323125
5438382.863375,155.52438199375
5956212.724,142.78114860625
6522466.2965,132.84945471875
7141672.181875,125.1659514875
7818782.29825,119.24104836875
8559210.5445,114.67626218125
9368878.4035,111.15866540625
10254260.545375,108.45211251875
11222437.370375,106.38479823125
12281151.51725,103.898677575
13438869.3285,103.898677575
14704848.263875,103.898677575
16089213.23625,103.898677575
